indice,date_partido,local,visita,prediccion,correcto,multiplicador
premiere,27/12/2017,Newcastle,Man City,Man City,1,1.18
premiere,28/12/2017,Crystal Palace,Arsenal,-,,1.09
premiere,30/12/2017,Newcastle,Brighton,-,,1.07
premiere,30/12/2017,Huddersfield,Burnley,-,,1
premiere,30/12/2017,Bournemouth,Everton,-,,1.26
premiere,30/12/2017,Liverpool,Leicester,-,,1.07
premiere,30/12/2017,Man United,Southampton,Man United,,1.07
premiere,30/12/2017,Chelsea,Stoke,-,,1.01
premiere,30/12/2017,Watford,Swansea,-,,1.23
premiere,31/12/2017,West Brom,Arsenal,-,,1.27
premiere,31/12/2017,Crystal Palace,Man City,Man City,,1.25
premiere,01/01/2018,Brighton,Bournemouth,-,,1.21
premiere,01/01/2018,Leicester,Huddersfield,-,,1.32
premiere,01/01/2018,Burnley,Liverpool,-,,1.11
premiere,01/01/2018,Everton,Man United,-,,1.28
premiere,01/01/2018,Stoke,Newcastle,-,,1.24
premiere,02/01/2018,Southampton,Crystal Palace,-,,1.06
premiere,02/01/2018,Swansea,Tottenham,Tottenham,1,1.12
premiere,02/01/2018,Man City,Watford,Man City,1,1.15
premiere,02/01/2018,West Ham,West Brom,-,,1.04
premiere,03/01/2018,Arsenal,Chelsea,-,,1.22
premiere,04/01/2018,Tottenham,West Ham,Tottenham,,1.28
premiere,13/01/2018,West Brom,Brighton,-,,1.26
premiere,13/01/2018,Crystal Palace,Burnley,-,,1.04
premiere,13/01/2018,Tottenham,Everton,-,,1.27
premiere,13/01/2018,Chelsea,Leicester,-,,1.08
premiere,13/01/2018,Watford,Southampton,-,,1.24
premiere,13/01/2018,Newcastle,Swansea,-,,1.14
premiere,13/01/2018,Huddersfield,West Ham,-,,1
premiere,14/01/2018,Bournemouth,Arsenal,-,,1.28
premiere,14/01/2018,Liverpool,Man City,-,,1.01
premiere,15/01/2018,Man United,Stoke,Man United,1,1.32
premiere,20/01/2018,West Ham,Bournemouth,-,,1.11
premiere,20/01/2018,Brighton,Chelsea,-,,1.1
premiere,20/01/2018,Arsenal,Crystal Palace,-,,1.03
premiere,20/01/2018,Stoke,Huddersfield,-,,1.19
premiere,20/01/2018,Burnley,Man United,-,,1.1
premiere,20/01/2018,Man City,Newcastle,Man City,1,1.15
premiere,20/01/2018,Leicester,Watford,-,,1.24
premiere,20/01/2018,Everton,West Brom,-,,1.05
premiere,21/01/2018,Southampton,Tottenham,Tottenham,,1.33
premiere,22/01/2018,Swansea,Liverpool,Liverpool,0,1.26
premiere,30/01/2018,Swansea,Arsenal,-,,1.2
premiere,30/01/2018,West Ham,Crystal Palace,-,,1.09
premiere,30/01/2018,Huddersfield,Liverpool,Liverpool,1,1.19
premiere,31/01/2018,Chelsea,Bournemouth,-,,1.03
premiere,31/01/2018,Southampton,Brighton,-,,1.02
premiere,31/01/2018,Newcastle,Burnley,-,,1.17
premiere,31/01/2018,Everton,Leicester,-,,1.32
premiere,31/01/2018,Tottenham,Man United,-,,1.26
premiere,31/01/2018,Stoke,Watford,-,,1.26
premiere,31/01/2018,Man City,West Brom,Man City,1,1.17
premiere,03/02/2018,Arsenal,Everton,-,,1.09
premiere,03/02/2018,Man United,Huddersfield,Man United,1,1.18
premiere,03/02/2018,Burnley,Man City,Man City,,1.04
premiere,03/02/2018,West Brom,Southampton,-,,1.22
premiere,03/02/2018,Bournemouth,Stoke,-,,1.17
premiere,03/02/2018,Leicester,Swansea,-,,1.33
premiere,03/02/2018,Brighton,West Ham,-,,1.23
premiere,04/02/2018,Crystal Palace,Newcastle,-,,1.28
premiere,04/02/2018,Liverpool,Tottenham,-,,1.15
premiere,05/02/2018,Watford,Chelsea,-,,1.17
premiere,10/02/2018,Tottenham,Arsenal,-,,1.19
premiere,10/02/2018,Stoke,Brighton,-,,1.23
premiere,10/02/2018,Swansea,Burnley,-,,1.04
premiere,10/02/2018,Everton,Crystal Palace,-,,1.15
premiere,10/02/2018,Man City,Leicester,Man City,1,1.25
premiere,10/02/2018,West Ham,Watford,-,,1.04
premiere,11/02/2018,Huddersfield,Bournemouth,-,,1.04
premiere,11/02/2018,Southampton,Liverpool,Liverpool,1,1
premiere,11/02/2018,Newcastle,Man United,-,,1.23
premiere,12/02/2018,Chelsea,West Brom,-,,1.2
premiere,24/02/2018,Watford,Everton,-,,1.13
premiere,24/02/2018,West Brom,Huddersfield,-,,1.18
premiere,24/02/2018,Bournemouth,Newcastle,-,,1.32
premiere,24/02/2018,Burnley,Southampton,-,,1.25
premiere,24/02/2018,Leicester,Stoke,-,,1.31
premiere,24/02/2018,Brighton,Swansea,-,,1.28
premiere,24/02/2018,Liverpool,West Ham,Liverpool,1,1.03
premiere,25/02/2018,Man United,Chelsea,-,,1.27
premiere,25/02/2018,Crystal Palace,Tottenham,-,,1.32
premiere,01/03/2018,Arsenal,Man City,-,,1
premiere,03/03/2018,Leicester,Bournemouth,-,,1.17
premiere,03/03/2018,Burnley,Everton,-,,1.19
premiere,03/03/2018,Tottenham,Huddersfield,Tottenham,1,1.08
premiere,03/03/2018,Liverpool,Newcastle,-,,1.26
premiere,03/03/2018,Southampton,Stoke,-,,1.15
premiere,03/03/2018,Watford,West Brom,-,,1.08
premiere,03/03/2018,Swansea,West Ham,-,,1.22
premiere,04/03/2018,Brighton,Arsenal,-,,1.04
premiere,04/03/2018,Man City,Chelsea,-,,1.25
premiere,05/03/2018,Crystal Palace,Man United,-,,1.06
premiere,10/03/2018,Everton,Brighton,-,,1.17
premiere,10/03/2018,West Ham,Burnley,-,,1.17
premiere,10/03/2018,Chelsea,Crystal Palace,-,,1.01
premiere,10/03/2018,West Brom,Leicester,-,,1.31
premiere,10/03/2018,Man United,Liverpool,-,,1.15
premiere,10/03/2018,Newcastle,Southampton,-,,1.32
premiere,10/03/2018,Huddersfield,Swansea,-,,1.03
premiere,11/03/2018,Bournemouth,Tottenham,-,,1.26
premiere,11/03/2018,Arsenal,Watford,-,,1.06
premiere,12/03/2018,Stoke,Man City,Man City,1,1.03
premiere,17/03/2018,Huddersfield,Crystal Palace,-,,1.21
premiere,17/03/2018,Stoke,Everton,-,,1.21
premiere,17/03/2018,Liverpool,Watford,Liverpool,1,1.28
premiere,17/03/2018,Bournemouth,West Brom,-,,1.24
premiere,31/03/2018,Watford,Bournemouth,-,,1.06
premiere,31/03/2018,West Brom,Burnley,-,,1.02
premiere,31/03/2018,Newcastle,Huddersfield,-,,1.33
premiere,31/03/2018,Brighton,Leicester,-,,1.07
premiere,31/03/2018,Crystal Palace,Liverpool,-,,1.15
premiere,31/03/2018,Everton,Man City,Man City,1,1.05
premiere,31/03/2018,West Ham,Southampton,-,,1.13
premiere,31/03/2018,Man United,Swansea,Man United,1,1.13
premiere,01/04/2018,Arsenal,Stoke,-,,1.17
premiere,01/04/2018,Chelsea,Tottenham,-,,1.04
premiere,07/04/2018,Watford,Burnley,-,,1.23
premiere,07/04/2018,Bournemouth,Crystal Palace,-,,1.21
premiere,07/04/2018,Brighton,Huddersfield,-,,1.07
premiere,07/04/2018,Everton,Liverpool,Liverpool,,1.3
premiere,07/04/2018,Man City,Man United,-,,1.23
premiere,07/04/2018,Leicester,Newcastle,-,,1.12
premiere,07/04/2018,West Brom,Swansea,-,,1.03
premiere,07/04/2018,Stoke,Tottenham,Tottenham,1,1.27
premiere,08/04/2018,Arsenal,Southampton,-,,1.2
premiere,08/04/2018,Chelsea,West Ham,-,,1.15
premiere,14/04/2018,Liverpool,Bournemouth,Liverpool,1,1.29
premiere,14/04/2018,Crystal Palace,Brighton,-,,1.27
premiere,14/04/2018,Southampton,Chelsea,-,,1.24
premiere,14/04/2018,Swansea,Everton,-,,1.29
premiere,14/04/2018,Burnley,Leicester,-,,1.02
premiere,14/04/2018,Tottenham,Man City,-,,1.21
premiere,14/04/2018,Huddersfield,Watford,-,,1.09
premiere,15/04/2018,Newcastle,Arsenal,-,,1.26
premiere,15/04/2018,Man United,West Brom,Man United,0,1.07
premiere,16/04/2018,West Ham,Stoke,-,,1.16
premiere,17/04/2018,Brighton,Tottenham,Tottenham,,1.29
premiere,18/04/2018,Bournemouth,Man United,-,,1.28
premiere,19/04/2018,Burnley,Chelsea,-,,1.13
premiere,19/04/2018,Leicester,Southampton,-,,1.23
premiere,21/04/2018,Watford,Crystal Palace,-,,1.24
premiere,21/04/2018,West Brom,Liverpool,Liverpool,,1.08
premiere,22/04/2018,Stoke,Burnley,-,,1.12
premiere,22/04/2018,Man City,Swansea,Man City,1,1.07
premiere,22/04/2018,Arsenal,West Ham,-,,1.08
premiere,23/04/2018,Everton,Newcastle,-,,1.21
premiere,28/04/2018,Southampton,Bournemouth,-,,1.33
premiere,28/04/2018,Burnley,Brighton,-,,1.21
premiere,28/04/2018,Swansea,Chelsea,-,,1
premiere,28/04/2018,Huddersfield,Everton,-,,1.1
premiere,28/04/2018,Crystal Palace,Leicester,-,,1.16
premiere,28/04/2018,Liverpool,Stoke,Liverpool,,1.13
premiere,28/04/2018,Newcastle,West Brom,-,,1.09
premiere,29/04/2018,Man United,Arsenal,-,,1.18
premiere,29/04/2018,West Ham,Man City,Man City,1,1.18
premiere,30/04/2018,Tottenham,Watford,Tottenham,1,1.21
premiere,04/05/2018,Brighton,Man United,Man United,0,1.06
premiere,05/05/2018,Stoke,Crystal Palace,-,,1.33
premiere,05/05/2018,Watford,Newcastle,-,,1
premiere,05/05/2018,Everton,Southampton,-,,1.02
premiere,05/05/2018,Bournemouth,Swansea,-,,1.21
premiere,05/05/2018,West Brom,Tottenham,Tottenham,0,1.08
premiere,05/05/2018,Leicester,West Ham,-,,1.29
premiere,06/05/2018,Arsenal,Burnley,-,,1.32
premiere,06/05/2018,Man City,Huddersfield,Man City,,1.1
premiere,06/05/2018,Chelsea,Liverpool,-,,1.32
premiere,08/05/2018,Swansea,Southampton,-,,1.29
premiere,09/05/2018,Leicester,Arsenal,-,,1.1
premiere,09/05/2018,Man City,Brighton,Man City,1,1.03
premiere,09/05/2018,Chelsea,Huddersfield,-,,1.19
premiere,09/05/2018,Tottenham,Newcastle,-,,1.05
premiere,10/05/2018,West Ham,Man United,Man United,,1.16
premiere,13/05/2018,Huddersfield,Arsenal,-,,1.29
premiere,13/05/2018,Burnley,Bournemouth,-,,1.06
premiere,13/05/2018,Liverpool,Brighton,Liverpool,1,1.08
premiere,13/05/2018,Newcastle,Chelsea,-,,1.03
premiere,13/05/2018,West Ham,Everton,-,,1.27
premiere,13/05/2018,Tottenham,Leicester,-,,1.31
premiere,13/05/2018,Southampton,Man City,Man City,1,1.12
premiere,13/05/2018,Swansea,Stoke,-,,1.03
premiere,13/05/2018,Man United,Watford,Man United,1,1.19
premiere,13/05/2018,Crystal Palace,West Brom,-,,1.2
espania,19/08/2016,La Coruna,Eibar,-,0,1.04
espania,19/08/2016,Malaga,Osasuna,-,0,1.26
espania,20/08/2016,Barcelona,Betis,Barcelona,1,1.2
espania,20/08/2016,Sevilla,Espanol,-,0,1.1
espania,20/08/2016,Granada,Villarreal,Villarreal,0,1.01
espania,21/08/2016,Ath Madrid,Alaves,-,0,1.01
espania,21/08/2016,Sp Gijon,Ath Bilbao,-,0,1
espania,21/08/2016,Sociedad,Real Madrid,-,0,1.05
espania,22/08/2016,Valencia,Las Palmas,-,0,1.18
espania,22/08/2016,Celta,Leganes,-,0,1.14
espania,26/08/2016,Betis,La Coruna,-,0,1.18
espania,26/08/2016,Espanol,Malaga,-,0,1.2
espania,27/08/2016,Leganes,Ath Madrid,Ath Madrid,0,1.01
espania,27/08/2016,Real Madrid,Celta,Real Madrid,1,1.28
espania,27/08/2016,Osasuna,Sociedad,Sociedad,1,1.11
espania,27/08/2016,Eibar,Valencia,-,0,1.24
espania,28/08/2016,Ath Bilbao,Barcelona,Barcelona,1,1.1
espania,28/08/2016,Las Palmas,Granada,-,0,1.05
espania,28/08/2016,Villarreal,Sevilla,-,0,1.25
espania,28/08/2016,Alaves,Sp Gijon,-,0,1.22
espania,09/09/2016,Sociedad,Espanol,-,0,1.11
espania,10/09/2016,Barcelona,Alaves,Barcelona,0,1.02
espania,10/09/2016,Celta,Ath Madrid,-,0,1.26
espania,10/09/2016,Sevilla,Las Palmas,-,0,1.13
espania,10/09/2016,Real Madrid,Osasuna,Real Madrid,1,1.19
espania,10/09/2016,Malaga,Villarreal,-,0,1.3
espania,11/09/2016,La Coruna,Ath Bilbao,-,0,1.23
espania,11/09/2016,Valencia,Betis,-,0,1.09
espania,11/09/2016,Granada,Eibar,-,0,1.07
espania,11/09/2016,Sp Gijon,Leganes,-,0,1.12
espania,16/09/2016,Betis,Granada,-,0,1.12
espania,17/09/2016,Leganes,Barcelona,Barcelona,1,1.07
espania,17/09/2016,Las Palmas,Malaga,-,0,1.17
espania,17/09/2016,Eibar,Sevilla,-,0,1.23
espania,17/09/2016,Ath Madrid,Sp Gijon,Ath Madrid,1,1.15
espania,18/09/2016,Osasuna,Celta,-,0,1.08
espania,18/09/2016,Espanol,Real Madrid,Real Madrid,1,1.25
espania,18/09/2016,Villarreal,Sociedad,-,0,1.23
espania,18/09/2016,Ath Bilbao,Valencia,-,0,1.28
espania,19/09/2016,Alaves,La Coruna,-,0,1.29
espania,20/09/2016,Sevilla,Betis,-,0,1.2
espania,20/09/2016,Malaga,Eibar,-,0,1.17
espania,21/09/2016,Granada,Ath Bilbao,-,0,1.18
espania,21/09/2016,Barcelona,Ath Madrid,-,0,1.05
espania,21/09/2016,Sociedad,Las Palmas,-,0,1.01
espania,21/09/2016,Celta,Sp Gijon,-,0,1.23
espania,21/09/2016,Real Madrid,Villarreal,-,0,1.14
espania,22/09/2016,Valencia,Alaves,-,0,1.29
espania,22/09/2016,Osasuna,Espanol,-,0,1.03
espania,22/09/2016,La Coruna,Leganes,-,0,1.02
espania,23/09/2016,Betis,Malaga,-,0,1.3
espania,24/09/2016,Sp Gijon,Barcelona,Barcelona,1,1.23
espania,24/09/2016,Las Palmas,Real Madrid,Real Madrid,0,1.06
espania,24/09/2016,Ath Bilbao,Sevilla,-,0,1.12
espania,24/09/2016,Eibar,Sociedad,-,0,1
espania,25/09/2016,Espanol,Celta,-,0,1.16
espania,25/09/2016,Ath Madrid,La Coruna,Ath Madrid,1,1.14
espania,25/09/2016,Villarreal,Osasuna,Villarreal,1,1.28
espania,25/09/2016,Leganes,Valencia,-,0,1.29
espania,26/09/2016,Alaves,Granada,-,0,1.28
espania,30/09/2016,Sociedad,Betis,-,0,1.03
espania,01/10/2016,Sevilla,Alaves,-,0,1.07
espania,01/10/2016,Osasuna,Las Palmas,-,0,1.29
espania,01/10/2016,Granada,Leganes,-,0,1.3
espania,01/10/2016,La Coruna,Sp Gijon,-,0,1.19
espania,02/10/2016,Malaga,Ath Bilbao,-,0,1.09
espania,02/10/2016,Valencia,Ath Madrid,-,0,1.04
espania,02/10/2016,Celta,Barcelona,Barcelona,0,1.09
espania,02/10/2016,Real Madrid,Eibar,Real Madrid,0,1.17
espania,02/10/2016,Espanol,Villarreal,-,0,1.15
espania,14/10/2016,Las Palmas,Espanol,-,0,1.03
espania,15/10/2016,Ath Madrid,Granada,Ath Madrid,1,1.06
espania,15/10/2016,Barcelona,La Coruna,Barcelona,1,1.28
espania,15/10/2016,Betis,Real Madrid,Real Madrid,1,1.08
espania,15/10/2016,Leganes,Sevilla,-,0,1.08
espania,16/10/2016,Villarreal,Celta,-,0,1.08
espania,16/10/2016,Alaves,Malaga,-,0,1.27
espania,16/10/2016,Ath Bilbao,Sociedad,-,0,1.26
espania,16/10/2016,Sp Gijon,Valencia,-,0,1.27
espania,17/10/2016,Eibar,Osasuna,-,0,1.05
espania,21/10/2016,Osasuna,Betis,-,0,1.08
espania,22/10/2016,Sociedad,Alaves,-,0,1.07
espania,22/10/2016,Valencia,Barcelona,Barcelona,1,1.22
espania,22/10/2016,Espanol,Eibar,-,0,1.31
espania,22/10/2016,Granada,Sp Gijon,-,0,1.07
espania,23/10/2016,Real Madrid,Ath Bilbao,-,0,1.14
espania,23/10/2016,Sevilla,Ath Madrid,-,0,1.2
espania,23/10/2016,Celta,La Coruna,-,0,1.28
espania,23/10/2016,Villarreal,Las Palmas,-,0,1.29
espania,23/10/2016,Malaga,Leganes,-,0,1.14
espania,28/10/2016,Leganes,Sociedad,-,0,1.2
espania,29/10/2016,Barcelona,Granada,Barcelona,1,1.28
espania,29/10/2016,Ath Madrid,Malaga,Ath Madrid,1,1.19
espania,29/10/2016,Alaves,Real Madrid,Real Madrid,1,1.24
espania,29/10/2016,Sp Gijon,Sevilla,-,0,1.15
espania,30/10/2016,Las Palmas,Celta,-,0,1.28
espania,30/10/2016,Betis,Espanol,-,0,1.17
espania,30/10/2016,Ath Bilbao,Osasuna,-,0,1.1
espania,30/10/2016,Eibar,Villarreal,-,0,1.23
espania,31/10/2016,La Coruna,Valencia,-,0,1.29
espania,04/11/2016,Malaga,Sp Gijon,-,0,1.14
espania,05/11/2016,Osasuna,Alaves,-,0,1.25
espania,05/11/2016,Sociedad,Ath Madrid,-,0,1.2
espania,05/11/2016,Las Palmas,Eibar,-,0,1.24
espania,05/11/2016,Granada,La Coruna,-,0,1.23
espania,06/11/2016,Espanol,Ath Bilbao,-,0,1.15
espania,06/11/2016,Sevilla,Barcelona,Barcelona,1,1.25
espania,06/11/2016,Villarreal,Betis,-,0,1.2
espania,06/11/2016,Real Madrid,Leganes,Real Madrid,1,1.26
espania,06/11/2016,Celta,Valencia,-,0,1.06
espania,18/11/2016,Betis,Las Palmas,-,0,1.13
espania,19/11/2016,Eibar,Celta,-,0,1.02
espania,19/11/2016,Barcelona,Malaga,Barcelona,0,1.06
espania,19/11/2016,Ath Madrid,Real Madrid,-,0,1.22
espania,19/11/2016,La Coruna,Sevilla,-,0,1.21
espania,20/11/2016,Alaves,Espanol,-,0,1.09
espania,20/11/2016,Valencia,Granada,Valencia,0,1.24
espania,20/11/2016,Sp Gijon,Sociedad,-,0,1.19
espania,20/11/2016,Ath Bilbao,Villarreal,-,0,1.29
espania,21/11/2016,Leganes,Osasuna,-,0,1.21
espania,25/11/2016,Eibar,Betis,-,0,1.07
espania,26/11/2016,Malaga,La Coruna,-,0,1.03
espania,26/11/2016,Espanol,Leganes,-,0,1.19
espania,26/11/2016,Real Madrid,Sp Gijon,Real Madrid,1,1.19
espania,26/11/2016,Sevilla,Valencia,-,0,1.15
espania,27/11/2016,Villarreal,Alaves,-,0,1.25
espania,27/11/2016,Osasuna,Ath Madrid,Ath Madrid,1,1.17
espania,27/11/2016,Sociedad,Barcelona,Barcelona,0,1.03
espania,27/11/2016,Celta,Granada,-,0,1.14
espania,28/11/2016,Las Palmas,Ath Bilbao,-,0,1.03
espania,03/12/2016,Ath Madrid,Espanol,-,0,1.08
espania,03/12/2016,Barcelona,Real Madrid,-,0,1.12
espania,03/12/2016,Granada,Sevilla,Sevilla,0,1.26
espania,03/12/2016,Leganes,Villarreal,-,0,1.08
espania,04/12/2016,Betis,Celta,-,0,1.18
espania,04/12/2016,Ath Bilbao,Eibar,-,0,1.12
espania,04/12/2016,Alaves,Las Palmas,-,0,1.16
espania,04/12/2016,Valencia,Malaga,-,0,1.28
espania,04/12/2016,Sp Gijon,Osasuna,-,0,1
espania,05/12/2016,La Coruna,Sociedad,-,0,1.1
espania,09/12/2016,Malaga,Granada,-,0,1.04
espania,10/12/2016,Osasuna,Barcelona,Barcelona,1,1.19
espania,10/12/2016,Real Madrid,La Coruna,Real Madrid,1,1.1
espania,10/12/2016,Las Palmas,Leganes,-,0,1.25
espania,10/12/2016,Sociedad,Valencia,-,0,1.31
espania,11/12/2016,Eibar,Alaves,-,0,1.19
espania,11/12/2016,Betis,Ath Bilbao,-,0,1.25
espania,11/12/2016,Celta,Sevilla,-,0,1.14
espania,11/12/2016,Espanol,Sp Gijon,-,0,1.25
espania,12/12/2016,Villarreal,Ath Madrid,-,0,1.15
espania,16/12/2016,Alaves,Betis,-,0,1.03
espania,17/12/2016,Ath Madrid,Las Palmas,Ath Madrid,1,1.19
espania,17/12/2016,Sevilla,Malaga,-,0,1.21
espania,17/12/2016,Granada,Sociedad,Sociedad,1,1.12
espania,17/12/2016,Sp Gijon,Villarreal,-,0,1.3
espania,18/12/2016,Leganes,Eibar,-,0,1.01
espania,18/12/2016,Barcelona,Espanol,Barcelona,1,1.22
espania,18/12/2016,La Coruna,Osasuna,-,0,1.27
espania,19/12/2016,Ath Bilbao,Celta,-,0,1.22
espania,06/01/2017,Espanol,La Coruna,-,0,1.27
espania,07/01/2017,Eibar,Ath Madrid,-,0,1.25
espania,07/01/2017,Real Madrid,Granada,Real Madrid,1,1.01
espania,07/01/2017,Sociedad,Sevilla,-,0,1.07
espania,07/01/2017,Las Palmas,Sp Gijon,-,0,1.07
espania,08/01/2017,Ath Bilbao,Alaves,-,0,1.09
espania,08/01/2017,Villarreal,Barcelona,Barcelona,0,1.17
espania,08/01/2017,Betis,Leganes,-,0,1.22
espania,08/01/2017,Celta,Malaga,-,0,1.31
espania,09/01/2017,Osasuna,Valencia,Valencia,0,1.03
espania,14/01/2017,Leganes,Ath Bilbao,-,0,1.02
espania,14/01/2017,Ath Madrid,Betis,-,0,1.08
espania,14/01/2017,Barcelona,Las Palmas,Barcelona,1,1.03
espania,14/01/2017,La Coruna,Villarreal,-,0,1.18
espania,15/01/2017,Celta,Alaves,-,0,1.28
espania,15/01/2017,Sp Gijon,Eibar,-,0,1.27
espania,15/01/2017,Valencia,Espanol,-,0,1.07
espania,15/01/2017,Granada,Osasuna,-,0,1.28
espania,15/01/2017,Sevilla,Real Madrid,-,0,1.01
espania,16/01/2017,Malaga,Sociedad,-,0,1.23
espania,20/01/2017,Las Palmas,La Coruna,-,0,1.28
espania,21/01/2017,Espanol,Granada,-,0,1.27
espania,21/01/2017,Alaves,Leganes,-,0,1.16
espania,21/01/2017,Real Madrid,Malaga,Real Madrid,1,1.2
espania,21/01/2017,Villarreal,Valencia,-,0,1.19
espania,22/01/2017,Ath Bilbao,Ath Madrid,-,0,1.02
espania,22/01/2017,Eibar,Barcelona,Barcelona,1,1.29
espania,22/01/2017,Sociedad,Celta,-,0,1.01
espania,22/01/2017,Osasuna,Sevilla,Sevilla,1,1.29
espania,22/01/2017,Betis,Sp Gijon,-,0,1.1
espania,27/01/2017,Osasuna,Malaga,-,0,1.08
espania,28/01/2017,Alaves,Ath Madrid,-,0,1.12
espania,28/01/2017,Leganes,Celta,-,0,1.28
espania,28/01/2017,Villarreal,Granada,Villarreal,1,1.06
espania,28/01/2017,Eibar,La Coruna,-,0,1.19
espania,29/01/2017,Betis,Barcelona,Barcelona,0,1.21
espania,29/01/2017,Espanol,Sevilla,-,0,1.2
espania,29/01/2017,Real Madrid,Sociedad,-,0,1.11
espania,29/01/2017,Ath Bilbao,Sp Gijon,-,0,1.14
espania,30/01/2017,Las Palmas,Valencia,-,0,1.16
espania,04/02/2017,Barcelona,Ath Bilbao,Barcelona,1,1.01
espania,04/02/2017,Valencia,Eibar,-,0,1.31
espania,04/02/2017,Malaga,Espanol,-,0,1.25
espania,04/02/2017,Ath Madrid,Leganes,Ath Madrid,1,1.22
espania,05/02/2017,Sp Gijon,Alaves,-,0,1.05
espania,05/02/2017,Sociedad,Osasuna,Sociedad,1,1.1
espania,05/02/2017,Sevilla,Villarreal,-,0,1.02
espania,06/02/2017,Granada,Las Palmas,-,0,1.31
espania,10/02/2017,Espanol,Sociedad,-,0,1.07
espania,11/02/2017,Alaves,Barcelona,Barcelona,1,1.19
espania,11/02/2017,Ath Bilbao,La Coruna,-,0,1.06
espania,11/02/2017,Osasuna,Real Madrid,Real Madrid,1,1.29
espania,11/02/2017,Betis,Valencia,-,0,1.04
espania,12/02/2017,Ath Madrid,Celta,-,0,1.2
espania,12/02/2017,Villarreal,Malaga,-,0,1.23
espania,12/02/2017,Las Palmas,Sevilla,-,0,1.08
espania,12/02/2017,Leganes,Sp Gijon,-,0,1.26
espania,13/02/2017,Eibar,Granada,-,0,1.2
espania,17/02/2017,Granada,Betis,-,0,1.12
espania,18/02/2017,La Coruna,Alaves,-,0,1.2
espania,18/02/2017,Sp Gijon,Ath Madrid,Ath Madrid,1,1.04
espania,18/02/2017,Sevilla,Eibar,-,0,1.25
espania,18/02/2017,Real Madrid,Espanol,Real Madrid,1,1.14
espania,19/02/2017,Valencia,Ath Bilbao,-,0,1.19
espania,19/02/2017,Barcelona,Leganes,Barcelona,1,1.12
espania,19/02/2017,Celta,Osasuna,-,0,1.2
espania,19/02/2017,Sociedad,Villarreal,-,0,1.29
espania,20/02/2017,Malaga,Las Palmas,-,0,1.25
espania,22/02/2017,Valencia,Real Madrid,-,0,1.03
espania,24/02/2017,Las Palmas,Sociedad,-,0,1.04
espania,25/02/2017,Leganes,La Coruna,-,0,1.28
espania,25/02/2017,Eibar,Malaga,-,0,1.12
espania,25/02/2017,Betis,Sevilla,-,0,1.2
espania,25/02/2017,Alaves,Valencia,-,0,1.14
espania,26/02/2017,Ath Madrid,Barcelona,-,0,1.09
espania,26/02/2017,Sp Gijon,Celta,-,0,1.29
espania,26/02/2017,Ath Bilbao,Granada,-,0,1.02
espania,26/02/2017,Espanol,Osasuna,-,0,1.05
espania,26/02/2017,Villarreal,Real Madrid,-,0,1.31
espania,28/02/2017,Malaga,Betis,-,0,1.3
espania,28/02/2017,Sociedad,Eibar,-,0,1.11
espania,28/02/2017,Valencia,Leganes,-,0,1.3
espania,01/03/2017,Granada,Alaves,-,0,1.26
espania,01/03/2017,Celta,Espanol,-,0,1.29
espania,01/03/2017,Real Madrid,Las Palmas,Real Madrid,0,1.03
espania,01/03/2017,Barcelona,Sp Gijon,Barcelona,1,1.19
espania,01/03/2017,Osasuna,Villarreal,Villarreal,1,1.08
espania,02/03/2017,Sevilla,Ath Bilbao,-,0,1
espania,02/03/2017,La Coruna,Ath Madrid,Ath Madrid,0,1.02
espania,03/03/2017,Betis,Sociedad,-,0,1.25
espania,04/03/2017,Barcelona,Celta,Barcelona,1,1.1
espania,04/03/2017,Villarreal,Espanol,-,0,1.12
espania,04/03/2017,Leganes,Granada,-,0,1.12
espania,04/03/2017,Eibar,Real Madrid,Real Madrid,1,1.21
espania,05/03/2017,Sp Gijon,La Coruna,-,0,1.07
espania,05/03/2017,Ath Bilbao,Malaga,-,0,1.03
