indice,date_partido,local,visita,prediccion,correcto,multiplicador
tenis,02/04/2018,Mario Vilella Martinez,Matteo Viola,-,0,1.09
tenis,02/04/2018,Marco Bortolotti,Mauricio Echazu,-,0,1.11
tenis,02/04/2018,Jose Hernandez,Mitchell Krueger,-,0,1
tenis,02/04/2018,Pavel Krainik,Nathan Pasha,-,0,1.02
tenis,02/04/2018,Daniel Gimeno Traver,Niels Desein,Niels Desein,1,1.14
tenis,02/04/2018,Roberto Carballes Baena,Noah Rubin,Noah Rubin,1,1.09
tenis,02/04/2018,Evan Song,Pavel Krainik,-,0,1.15
tenis,02/04/2018,Mario Vilella Martinez,Pedro Cachin,-,0,1.07
tenis,02/04/2018,Andrea Basso,Pedro Sakamoto,-,0,1.22
tenis,02/04/2018,Blaz Rola,Peter Torebko,-,0,1.07
tenis,02/04/2018,Kimmer Coppejans,Pol Toledo Bague,-,0,1.09
tenis,02/04/2018,Cristian Rodriguez,Renzo Olivo,-,0,1.25
tenis,02/04/2018,Felipe Mantilla,Roberto Maytin,Roberto Maytin,1,1.23
tenis,02/04/2018,Mitchell Krueger,Roberto Quiroz,-,0,1.16
tenis,02/04/2018,Evan Song,Rogerio Dutra Silva,-,0,1.1
tenis,02/04/2018,David Vega Hernandez,Sergio Gutierrez Ferrol,-,0,1.21
tenis,02/04/2018,Evan Song,Shalva Dzhanashia,Shalva Dzhanashia,1,1.02
tenis,02/04/2018,Guido Andreozzi,Stefano Travaglia,-,0,1.19
tenis,02/04/2018,Blaz Rola,Yannick Hanfmann,-,0,1.03
tenis,09/04/2018,Roberto Quiroz,Aldin Setkic,-,0,1.23
tenis,09/04/2018,Gonzalo Escobar,Alejandro Gomez Gb42,Alejandro Gomez Gb42,1,1.15
tenis,09/04/2018,Marco Trungelliti,Alessandro Giannessi,-,0,1.19
tenis,09/04/2018,Shuichi Sekiguchi,Alexander Bury,-,0,1.24
tenis,09/04/2018,Daniel Gimeno Traver,Alexander Vasilenko,Alexander Vasilenko,1,1.06
tenis,09/04/2018,Franco Agamenone,Alexandr Igoshin,-,0,1.21
tenis,09/04/2018,Austin Krajicek,Alexios Halebian,Alexios Halebian,1,1.08
tenis,09/04/2018,Roberto Quiroz,Andrea Basso,-,0,1
tenis,09/04/2018,Cristian Rodriguez,Ante Pavic,-,0,1.02
tenis,09/04/2018,Maxime Chazal,Arthur De Greef,-,0,1.2
tenis,09/04/2018,Pol Toledo Bague,Aslan Karatsev,-,0,1.05
tenis,09/04/2018,Juan Ignacio Londero,Austin Krajicek,-,0,1.08
tenis,09/04/2018,Yoshihito Nishioka,Bradley Klahn,-,0,1.21
tenis,09/04/2018,Jose Hernandez,Bradley Mousley,-,0,1.17
tenis,09/04/2018,Ruan Roelofse,Brydan Klein,-,0,1.16
tenis,09/04/2018,Yoshihito Nishioka,Cameron Norrie,-,0,1.08
tenis,09/04/2018,Jacob Grills,Cheng Yu Yu,-,0,1.14
tenis,09/04/2018,Juan Ignacio Londero,Cristian Rodriguez,-,0,1.1
tenis,09/04/2018,Daniel Gimeno Traver,Daniel Masur,Daniel Masur,1,1.08
tenis,09/04/2018,Andrea Basso,Daniel Munoz De La Nava,-,0,1.02
tenis,09/04/2018,Pedja Krstin,Danilo Petrovic,-,0,1.17
tenis,09/04/2018,Mitchell Krueger,Darian King,-,0,1.19
tenis,09/04/2018,Go Soeda,Dayne Kelly,Dayne Kelly,1,1.14
tenis,09/04/2018,Ramkumar Ramanathan,Dudi Sela,-,0,1.02
tenis,09/04/2018,Felipe Mantilla,Emilio Gomez,-,0,1.08
tenis,09/04/2018,Alexey Vatutin,Enrique Lopez Perez,-,0,1.22
tenis,09/04/2018,Jose Rubin Statham,Erik Crepaldi,-,0,1.18
tenis,09/04/2018,Dennis Novikov,Evan King,-,0,1.18
tenis,09/04/2018,Go Soeda,Evgeny Donskoy,Go Soeda,0,1.09
tenis,09/04/2018,Roberto Quiroz,Facundo Arguello,-,0,1.16
tenis,09/04/2018,Victor Estrella,Facundo Bagnis,-,0,1.2
tenis,09/04/2018,Andrea Basso,Federico Coria,-,0,1.05
tenis,09/04/2018,Marco Trungelliti,Federico Gaio,-,0,1.01
tenis,09/04/2018,Juan Ignacio Londero,Felipe Mantilla,Felipe Mantilla,1,1.08
tenis,09/04/2018,Kimmer Coppejans,Filippo Baldi,-,0,1.1
tenis,09/04/2018,Federico Gaio,Francesco Garzelli,-,0,1.01
tenis,09/04/2018,Federico Coria,Franco Agamenone,-,0,1.09
tenis,09/04/2018,Viktor Galovic,Gastao Elias,-,0,1.03
tenis,09/04/2018,Ramkumar Ramanathan,Go Soeda,-,0,1.22
tenis,09/04/2018,Austin Krajicek,Gonzalo Escobar,-,0,1.03
tenis,09/04/2018,Matteo Donati,Guido Andreozzi,Matteo Donati,0,1.25
tenis,09/04/2018,Joao Souza,Guilherme Clezar,-,0,1.1
tenis,09/04/2018,Mauricio Echazu,Ivan Endara,-,0,1.18
tenis,09/04/2018,Jason Jung,Jacob Grills,-,0,1.05
tenis,09/04/2018,Ruan Roelofse,Jacob Grills,-,0,1.07
tenis,09/04/2018,Tatsuma Ito,Jason Jung,-,0,1.23
tenis,09/04/2018,Adrian Menendez Maceiras,Joao Souza,-,0,1.08
tenis,09/04/2018,Juan Ignacio Londero,Jose Hernandez,-,0,1.17
tenis,09/04/2018,Jose Hernandez,Jose Rubin Statham,-,0,1.05
tenis,09/04/2018,Matthias Bachinger,Kamil Majchrzak,-,0,1.05
tenis,09/04/2018,Martin Klizan,Kimmer Coppejans,Kimmer Coppejans,1,1.22
tenis,09/04/2018,Tatsuma Ito,Laurynas Grigelis,-,0,1.22
tenis,09/04/2018,Facundo Arguello,Lucas Gomez,Lucas Gomez,1,1.24
tenis,09/04/2018,Marcelo Arevalo,Luis Patino,-,0,1.16
tenis,09/04/2018,Gonzalo Escobar,Luke Bambridge,-,0,1.13
tenis,09/04/2018,Thiago Monteiro,Manuel Sanchez,-,0,1.1
tenis,09/04/2018,Jose Hernandez,Marcelo Arevalo,-,0,1.05
tenis,09/04/2018,Jose Rubin Statham,Marco Bortolotti,Marco Bortolotti,1,1.22
tenis,09/04/2018,Nikola Milojevic,Marco Cecchinato,-,0,1.22
tenis,09/04/2018,Gastao Elias,Marko Tepavac,-,0,1.07
tenis,09/04/2018,Daniel Gimeno Traver,Martin Klizan,-,0,1.03
tenis,09/04/2018,Jason Jung,Matthew Ebden,-,0,1.09
tenis,09/04/2018,Yuki Bhambri,Matthias Bachinger,Matthias Bachinger,1,1.04
tenis,09/04/2018,Jose Hernandez,Mauricio Echazu,Mauricio Echazu,1,1
tenis,09/04/2018,Daniel Gimeno Traver,Maxime Chazal,Maxime Chazal,1,1.03
tenis,09/04/2018,Kimmer Coppejans,Maxime Chazal,-,0,1.16
tenis,09/04/2018,Denis Kudla,Mitchell Krueger,-,0,1.01
tenis,09/04/2018,Viktor Galovic,Mohamed Safwat,-,0,1.11
tenis,09/04/2018,Jose Hernandez,Nicolas Barrientos,Nicolas Barrientos,1,1.06
tenis,09/04/2018,Andrea Arnaboldi,Noah Rubin,-,0,1.17
tenis,09/04/2018,Simone Bolelli,Oscar Otte,-,0,1.16
tenis,09/04/2018,Daniel Gimeno Traver,Oscar Otte,-,0,1.2
tenis,09/04/2018,Roberto Quiroz,Pedja Krstin,-,0,1.07
tenis,09/04/2018,Andrea Basso,Pedro Sakamoto,-,0,1.06
tenis,09/04/2018,Oscar Otte,Pol Toledo Bague,-,0,1.23
tenis,09/04/2018,Saketh Myneni,Prajnesh Gunneswaran,Saketh Myneni,0,1.11
tenis,09/04/2018,Yuki Bhambri,Ramkumar Ramanathan,-,0,1.22
tenis,09/04/2018,Yuki Bhambri,Roberto Ortega Olmedo,Roberto Ortega Olmedo,1,1.06
tenis,09/04/2018,Juan Ignacio Londero,Roberto Quiroz,-,0,1.11
tenis,09/04/2018,Alexander Vasilenko,Ronald Slobodchikov,-,0,1.2
tenis,09/04/2018,Ti Chen,Ruan Roelofse,-,0,1.17
tenis,09/04/2018,Evgeny Donskoy,Saketh Myneni,Saketh Myneni,1,1.23
tenis,09/04/2018,Andrea Arnaboldi,Salvatore Caruso,-,0,1.07
tenis,09/04/2018,Maxime Chazal,Savino Lapalombella,Savino Lapalombella,1,1
tenis,09/04/2018,Austin Krajicek,Shalva Dzhanashia,Shalva Dzhanashia,1,1.21
tenis,09/04/2018,Dudi Sela,Shuichi Sekiguchi,-,0,1.03
tenis,09/04/2018,Marco Trungelliti,Simone Bolelli,-,0,1.22
tenis,09/04/2018,Marco Trungelliti,Stefano Travaglia,-,0,1.22
tenis,09/04/2018,Yuki Bhambri,Tatsuma Ito,-,0,1.03
tenis,09/04/2018,Juan Ignacio Londero,Thiago Monteiro,-,0,1.17
tenis,09/04/2018,Stefan Kozlov,Thomaz Bellucci,-,0,1.1
tenis,09/04/2018,Go Soeda,Ti Chen,-,0,1.16
tenis,09/04/2018,Juan Ignacio Londero,Tigre Hank,Tigre Hank,1,1.05
tenis,09/04/2018,Shuichi Sekiguchi,Toshihide Matsui,Toshihide Matsui,1,1.21
tenis,09/04/2018,Matthew Ebden,Tsung Hua Yang,-,0,1.02
tenis,09/04/2018,Simone Bolelli,Viktor Galovic,-,0,1.19
tenis,09/04/2018,Tommy Robredo,Vincent Millot,-,0,1.23
tenis,09/04/2018,Shuichi Sekiguchi,Vishnu Vardhan,-,0,1.06
tenis,16/04/2018,Danilo Petrovic,Adrian Menendez Maceiras,-,0,1.14
tenis,16/04/2018,Victor Estrella,Aldin Setkic,-,0,1.19
tenis,16/04/2018,Emilio Gomez,Alejandro Gomez Gb42,-,0,1.06
tenis,16/04/2018,Joao Souza,Alejandro Gonzalez,-,0,1.25
tenis,16/04/2018,Prajnesh Gunneswaran,Alex Bolt,-,0,1.15
tenis,16/04/2018,Marcelo Arevalo,Alexander Sarkissian,-,0,1.16
tenis,16/04/2018,Gonzalo Escobar,Alexandr Igoshin,-,0,1.02
tenis,16/04/2018,Blaz Rola,Andrea Arnaboldi,-,0,1.16
tenis,16/04/2018,Brydan Klein,Andrew Harris,-,0,1.08
tenis,16/04/2018,Darian King,Ante Pavic,-,0,1.18
tenis,16/04/2018,Lucas Gomez,Benjamin Lock,-,0,1.24
tenis,16/04/2018,Adrian Menendez Maceiras,Bradley Mousley,Bradley Mousley,1,1.23
tenis,16/04/2018,Marcelo Arevalo,Brayden Schnur,-,0,1.09
tenis,16/04/2018,James Ward,Brydan Klein,-,0,1.15
tenis,16/04/2018,Erik Crepaldi,Caio Silva,Caio Silva,1,1.24
tenis,16/04/2018,Alejandro Gomez Gb42,Carlos Gomez Herrera,-,0,1.06
tenis,16/04/2018,Hugo Dellien,Christian Garin,-,0,1.11
tenis,16/04/2018,Juan Ignacio Londero,Christian Harrison,-,0,1.12
tenis,16/04/2018,Lloyd Glasspool,Cristian Rodriguez,Lloyd Glasspool,0,1.06
tenis,16/04/2018,Guido Andreozzi,Daniel Gimeno Traver,-,0,1.09
tenis,16/04/2018,Pedja Krstin,Darian King,-,0,1.24
tenis,16/04/2018,Daniel Gimeno Traver,Dennis Novak,-,0,1.03
tenis,16/04/2018,Pedja Krstin,Dennis Novikov,-,0,1.19
tenis,16/04/2018,Vaclav Safranek,Di Wu,-,0,1.09
tenis,16/04/2018,Ernests Gulbis,Dimitar Kuzmanov,Dimitar Kuzmanov,1,1.12
tenis,16/04/2018,Stefan Kozlov,Donald Young,-,0,1.01
tenis,16/04/2018,Guido Andreozzi,Egor Gerasimov,-,0,1.13
tenis,16/04/2018,Egor Gerasimov,Elias Ymer,-,0,1.05
tenis,16/04/2018,James Ward,Emilio Gomez,-,0,1.23
tenis,16/04/2018,Pol Toledo Bague,Enzo Couacaud,-,0,1.15
tenis,16/04/2018,Frank Dancevic,Erik Crepaldi,-,0,1.16
tenis,16/04/2018,Guilherme Clezar,Evan King,-,0,1.11
tenis,16/04/2018,Lukas Rosol,Evgeny Karlovskiy,-,0,1.02
tenis,16/04/2018,Peter Polansky,Facundo Arguello,Facundo Arguello,1,1.19
tenis,16/04/2018,Hugo Dellien,Facundo Bagnis,-,0,1.14
tenis,16/04/2018,Donald Young,Federico Coria,-,0,1.04
tenis,16/04/2018,Marcelo Arevalo,Federico Gaio,-,0,1.01
tenis,16/04/2018,Alexandr Igoshin,Federico Zeballos,-,0,1.01
tenis,16/04/2018,Alejandro Gonzalez,Felipe Mantilla,-,0,1.02
tenis,16/04/2018,John Patrick Smith,Filip Peliwo,-,0,1.2
tenis,16/04/2018,Daniel Gimeno Traver,Filippo Baldi,-,0,1.06
tenis,16/04/2018,Alejandro Gonzalez,Franco Agamenone,-,0,1.18
tenis,16/04/2018,Henri Laaksonen,Frank Dancevic,-,0,1.01
tenis,16/04/2018,Daniel Gimeno Traver,Gastao Elias,-,0,1.12
tenis,16/04/2018,Roberto Ortega Olmedo,Go Soeda,Roberto Ortega Olmedo,0,1.08
tenis,16/04/2018,Juan Ignacio Londero,Henri Laaksonen,-,0,1.03
tenis,16/04/2018,Daniel Gimeno Traver,Inigo Cervantes Huegun,-,0,1.04
tenis,16/04/2018,Manuel Sanchez,James Ward,-,0,1.04
tenis,16/04/2018,Peter Torebko,Jared Hiltzik,-,0,1.23
tenis,16/04/2018,Thomaz Bellucci,Jc Aragone,Jc Aragone,1,1.19
tenis,16/04/2018,Guido Andreozzi,Joao Domingues,-,0,1.01
tenis,16/04/2018,Gonzalo Escobar,Joao Souza,-,0,1.06
tenis,16/04/2018,Marcelo Arevalo,John Patrick Smith,-,0,1.11
tenis,16/04/2018,Lukas Rosol,Jonathan Kanar,Jonathan Kanar,1,1.08
tenis,16/04/2018,Quentin Halys,Jordan Thompson,-,0,1.15
tenis,16/04/2018,Brayden Schnur,Jose Hernandez,-,0,1.24
tenis,16/04/2018,Gonzalo Escobar,Jose Rubin Statham,-,0,1.14
tenis,16/04/2018,Joao Domingues,Jozef Kovalik,-,0,1.1
tenis,16/04/2018,Hugo Dellien,Juan Ignacio Londero,-,0,1.21
tenis,16/04/2018,Pedro Sousa,Jurgen Zopp,-,0,1.02
tenis,16/04/2018,Brayden Schnur,Kevin King,-,0,1.06
tenis,16/04/2018,Daniel Masur,Lamine Ouahab,-,0,1.07
tenis,16/04/2018,Tsung Hua Yang,Laurynas Grigelis,-,0,1.22
tenis,16/04/2018,Joao Souza,Lloyd Glasspool,Lloyd Glasspool,1,1.23
tenis,16/04/2018,Federico Gaio,Lucas Gomez,Lucas Gomez,1,1.01
tenis,16/04/2018,Filip Peliwo,Luis Patino,-,0,1.13
tenis,16/04/2018,Daniel Gimeno Traver,Lukas Rosol,-,0,1.25
tenis,16/04/2018,Jozef Kovalik,Malek Jaziri,-,0,1.22
tenis,16/04/2018,Pedja Krstin,Manuel Sanchez,-,0,1
tenis,16/04/2018,Frank Dancevic,Martin Cuevas,-,0,1.21
tenis,16/04/2018,Zhizhen Zhang,Mathias Bourgue,-,0,1.04
tenis,16/04/2018,Filippo Baldi,Maxime Chazal,-,0,1.21
tenis,16/04/2018,Hugo Dellien,Michael Mmoh,-,0,1.21
tenis,16/04/2018,Stefan Kozlov,Mitchell Krueger,-,0,1.03
tenis,16/04/2018,Quentin Halys,Mohamed Safwat,-,0,1.15
tenis,16/04/2018,Scott Griekspoor,Nicolas Barrientos,-,0,1.2
tenis,16/04/2018,Guido Andreozzi,Nikoloz Basilashvili,-,0,1.17
tenis,16/04/2018,Joao Domingues,Pedro Sousa,-,0,1.22
tenis,16/04/2018,Joao Pedro Sorgi,Pere Riba,-,0,1.07
tenis,16/04/2018,Juan Ignacio Londero,Peter Polansky,-,0,1.16
tenis,16/04/2018,Daniel Gimeno Traver,Pol Toledo Bague,-,0,1.24
tenis,16/04/2018,Quentin Halys,Prajnesh Gunneswaran,-,0,1.03
tenis,16/04/2018,Aleksandr Nedovyesov,Ramkumar Ramanathan,-,0,1.23
tenis,16/04/2018,Joao Souza,Raul Isaias Rosas Zarur,-,0,1.22
tenis,16/04/2018,James Ward,Roberto Cid,-,0,1.21
tenis,16/04/2018,Jordan Thompson,Roberto Ortega Olmedo,Roberto Ortega Olmedo,1,1.23
tenis,16/04/2018,Darian King,Roberto Quiroz,-,0,1.15
tenis,16/04/2018,N Sriram Balaji,Ruikai Wang,-,0,1.25
tenis,16/04/2018,Jose Hernandez,Santiago Giraldo,-,0,1.15
tenis,16/04/2018,Federico Gaio,Scott Griekspoor,-,0,1.01
tenis,16/04/2018,Federico Gaio,Shalva Dzhanashia,-,0,1.17
tenis,16/04/2018,Hugo Dellien,Stefan Kozlov,-,0,1.07
tenis,16/04/2018,Guido Andreozzi,Stefano Napolitano,-,0,1.24
tenis,16/04/2018,Guilherme Clezar,Taro Daniel,-,0,1.02
tenis,16/04/2018,Peter Torebko,Thales Turini,Thales Turini,1,1.01
tenis,16/04/2018,Daniel Gimeno Traver,Thomas Fabbiano,-,0,1.21
tenis,16/04/2018,Facundo Bagnis,Thomaz Bellucci,-,0,1.23
tenis,16/04/2018,Danilo Petrovic,Tigre Hank,-,0,1.19
tenis,16/04/2018,Nikoloz Basilashvili,Tobias Kamke,-,0,1.01
tenis,16/04/2018,Felipe Mantilla,Tobias Simon,-,0,1.22
tenis,16/04/2018,Evgeny Donskoy,Tsung Hua Yang,Tsung Hua Yang,1,1.05
tenis,16/04/2018,Ramkumar Ramanathan,Vaclav Safranek,Vaclav Safranek,1,1.08
tenis,16/04/2018,Quentin Halys,Xin Gao,Xin Gao,1,1.11
tenis,16/04/2018,Antoine Escoffier,Yan Bai,Yan Bai,1,1.25
tenis,16/04/2018,Martin Cuevas,Yoshihito Nishioka,-,0,1.15
tenis,16/04/2018,Xin Gao,Zhe Li,-,0,1
tenis,16/04/2018,Pol Toledo Bague,Zhizhen Zhang,-,0,1.01
tenis,23/04/2018,John Patrick Smith,Adrian Menendez Maceiras,-,0,1.21
tenis,23/04/2018,Alejandro Gomez Gb42,Agustin Velotti,-,0,1.04
tenis,23/04/2018,Adrian Menendez Maceiras,Aldin Setkic,Aldin Setkic,1,1.22
tenis,23/04/2018,Roberto Cid,Alejandro Gomez Gb42,Alejandro Gomez Gb42,1,1
tenis,23/04/2018,John Patrick Smith,Alejandro Gonzalez,-,0,1.16
tenis,23/04/2018,Tsung Hua Yang,Aleksandr Nedovyesov,-,0,1.12
tenis,23/04/2018,Bjorn Fratangelo,Alessandro Giannessi,-,0,1.13
tenis,23/04/2018,Kamil Majchrzak,Alex Bolt,-,0,1.18
tenis,23/04/2018,Luke Saville,Alexander Bury,-,0,1.11
tenis,23/04/2018,Roberto Quiroz,Alexander Sarkissian,-,0,1.23
tenis,23/04/2018,Guilherme Clezar,Andrea Arnaboldi,-,0,1.04
tenis,23/04/2018,Kimmer Coppejans,Andrea Collarini,-,0,1
tenis,23/04/2018,Ricardo Ojeda Lara,Andrej Martin,-,0,1.02
tenis,23/04/2018,Prajnesh Gunneswaran,Andrew Whittington,-,0,1.16
tenis,23/04/2018,Alejandro Gonzalez,Ante Pavic,-,0,1.06
tenis,23/04/2018,N Sriram Balaji,Antoine Escoffier,-,0,1.15
tenis,23/04/2018,Franco Agamenone,Benjamin Lock,-,0,1.2
tenis,23/04/2018,Dennis Novikov,Bradley Mousley,Bradley Mousley,1,1.07
tenis,23/04/2018,Alejandro Gonzalez,Brayden Schnur,-,0,1.05
tenis,23/04/2018,Roberto Quiroz,Carlos Gomez Herrera,-,0,1.08
tenis,23/04/2018,Noah Rubin,Christian Garin,-,0,1
tenis,23/04/2018,Jose Hernandez,Danilo Petrovic,-,0,1.03
tenis,23/04/2018,Zhizhen Zhang,Dante Gennaro,-,0,1.21
tenis,23/04/2018,Ante Pavic,Darian King,-,0,1.03
tenis,23/04/2018,Noah Rubin,Denis Kudla,-,0,1.12
tenis,23/04/2018,Ricardo Ojeda Lara,Dustin Brown,-,0,1.12
tenis,23/04/2018,Rogerio Dutra Silva,Egor Gerasimov,-,0,1.08
tenis,23/04/2018,Agustin Velotti,Emilio Gomez,-,0,1
tenis,23/04/2018,Hugo Dellien,Enrique Lopez Perez,-,0,1.06
tenis,23/04/2018,Christian Garin,Evan King,-,0,1.1
tenis,23/04/2018,Denis Kudla,Facundo Bagnis,-,0,1.24
tenis,23/04/2018,James Ward,Federico Gaio,-,0,1.1
tenis,23/04/2018,Tobias Simon,Federico Zeballos,-,0,1.1
tenis,23/04/2018,Tobias Simon,Felipe Mantilla,-,0,1.22
tenis,23/04/2018,John Patrick Smith,Filip Peliwo,-,0,1.23
tenis,23/04/2018,Jose Rubin Statham,Franco Agamenone,-,0,1.02
tenis,23/04/2018,Dustin Brown,Gerard Granollers,-,0,1.13
tenis,23/04/2018,Roberto Quiroz,Gonzalo Escobar,-,0,1.02
tenis,23/04/2018,Jeremy Jahn,Grzegorz Panfil,-,0,1.06
tenis,23/04/2018,Christian Garin,Guilherme Clezar,-,0,1.07
tenis,23/04/2018,Mitchell Krueger,Henri Laaksonen,-,0,1.19
tenis,23/04/2018,Noah Rubin,Hugo Dellien,-,0,1.05
tenis,23/04/2018,Pablo Andujar,Inigo Cervantes Huegun,-,0,1.22
tenis,23/04/2018,Filip Peliwo,James Ward,-,0,1.07
tenis,23/04/2018,Michael Mmoh,Jared Hiltzik,-,0,1.23
tenis,23/04/2018,Joris De Loore,Jeremy Jahn,-,0,1.15
tenis,23/04/2018,Filippo Baldi,Joao Domingues,-,0,1.08
tenis,23/04/2018,Peter Polansky,Joao Pedro Sorgi,-,0,1.23
tenis,23/04/2018,Federico Coria,Joao Pedro Sorgi,-,0,1.12
tenis,23/04/2018,Mohamed Safwat,Jordan Thompson,Mohamed Safwat,0,1.23
tenis,23/04/2018,Christopher Diaz Figueroa,Jorge Brian Panta Herreros,-,0,1.05
tenis,23/04/2018,Gianluigi Quinzi,Joris De Loore,-,0,1.23
tenis,23/04/2018,Alexander Sarkissian,Jose Hernandez,-,0,1.09
tenis,23/04/2018,Roberto Quiroz,Jose Rubin Statham,-,0,1.22
tenis,23/04/2018,Rogerio Dutra Silva,Jozef Kovalik,-,0,1.14
tenis,23/04/2018,Prajnesh Gunneswaran,Kamil Majchrzak,-,0,1.12
tenis,23/04/2018,Roberto Cid,Kevin King,-,0,1.06
tenis,23/04/2018,Joris De Loore,Kimmer Coppejans,-,0,1.14
tenis,23/04/2018,Filippo Baldi,Liam Broady,-,0,1.05
tenis,23/04/2018,Alejandro Gomez Gb42,Lloyd Glasspool,-,0,1.25
tenis,23/04/2018,Jozef Kovalik,Lorenzo Giustino,Lorenzo Giustino,1,1.23
tenis,23/04/2018,Gianluigi Quinzi,Luca Vanni,-,0,1.04
tenis,23/04/2018,Roberto Cid,Lucas Gomez,Lucas Gomez,1,1.2
tenis,23/04/2018,Ante Pavic,Luis Patino,-,0,1.05
tenis,23/04/2018,Renzo Olivo,Lukas Rosol,-,0,1.23
tenis,23/04/2018,Darian King,Manuel Sanchez,-,0,1.01
tenis,23/04/2018,Jose Rubin Statham,Marcelo Arevalo,-,0,1.03
tenis,23/04/2018,Jurgen Zopp,Marco Cecchinato,-,0,1.23
tenis,23/04/2018,Gonzalo Escobar,Marcus Willis,-,0,1.03
tenis,23/04/2018,Pere Riba,Martin Cuevas,-,0,1.06
tenis,23/04/2018,Matteo Donati,Mathias Bourgue,-,0,1.11
tenis,23/04/2018,N Sriram Balaji,Matt Reid,-,0,1.02
tenis,23/04/2018,Luca Vanni,Matteo Viola,-,0,1.09
tenis,23/04/2018,Luca Vanni,Matteo Viola,-,0,1.25
tenis,23/04/2018,Jurgen Melzer,Matthias Bachinger,-,0,1.24
tenis,23/04/2018,Felipe Mantilla,Mauricio Echazu,-,0,1.25
tenis,23/04/2018,Kimmer Coppejans,Maximo Gonzalez,Maximo Gonzalez,1,1.15
tenis,23/04/2018,Hugo Dellien,Mitchell Krueger,-,0,1.1
tenis,23/04/2018,Prajnesh Gunneswaran,Mohamed Safwat,-,0,1.12
tenis,23/04/2018,James Ward,Nicolas Barrientos,Nicolas Barrientos,1,1.04
tenis,23/04/2018,Bjorn Fratangelo,Pablo Andujar,-,0,1.15
tenis,23/04/2018,Jose Rubin Statham,Pavel Krainik,-,0,1.09
tenis,23/04/2018,Yoshihito Nishioka,Pere Riba,-,0,1.02
tenis,23/04/2018,Juan Ignacio Londero,Peter Polansky,-,0,1.17
tenis,23/04/2018,Maximo Gonzalez,Pietro Licciardi,-,0,1.02
tenis,23/04/2018,Andrew Whittington,Ramkumar Ramanathan,Andrew Whittington,0,1.03
tenis,23/04/2018,Jordan Thompson,Roberto Ortega Olmedo,Roberto Ortega Olmedo,1,1.01
tenis,23/04/2018,Kimmer Coppejans,Ruben Bemelmans,-,0,1.18
tenis,23/04/2018,Matteo Donati,Salvatore Caruso,-,0,1.13
tenis,23/04/2018,Elias Ymer,Sergiy Stakhovsky,-,0,1.04
tenis,23/04/2018,Thiago Monteiro,Stefano Napolitano,-,0,1.1
tenis,23/04/2018,Hugo Dellien,Thomaz Bellucci,-,0,1.13
tenis,23/04/2018,Vishnu Vardhan,Ti Chen,-,0,1.19
tenis,23/04/2018,Filip Peliwo,Tigre Hank,-,0,1.03
tenis,23/04/2018,Jurgen Zopp,Tim Smyczek,-,0,1.09
tenis,23/04/2018,Jose Rubin Statham,Tobias Simon,-,0,1.08
tenis,23/04/2018,Kamil Majchrzak,Tsung Hua Yang,-,0,1.03
tenis,23/04/2018,Martin Klizan,Uladzimir Ignatik,-,0,1.21
tenis,23/04/2018,Mohamed Safwat,Vishnu Vardhan,-,0,1.2
tenis,23/04/2018,Matteo Viola,Vladimir Uzhylovsky,-,0,1.08
tenis,23/04/2018,Mohamed Safwat,Yan Bai,Yan Bai,1,1.06
tenis,23/04/2018,N Sriram Balaji,Zhe Li,-,0,1.11
tenis,23/04/2018,Viktor Galovic,Zhizhen Zhang,Zhizhen Zhang,1,1.16
tenis,30/04/2018,Harri Heliovaara,Adrien Bossel,-,0,1.24
tenis,30/04/2018,Ramkumar Ramanathan,Aldin Setkic,Aldin Setkic,1,1.02
tenis,30/04/2018,Tigre Hank,Alejandro Gomez Gb42,-,0,1.09
tenis,30/04/2018,Roberto Cid,Alejandro Gonzalez,-,0,1.25
tenis,30/04/2018,Robin Kern,Alessandro Bega,-,0,1.06
tenis,30/04/2018,Joao Domingues,Alessandro Giannessi,-,0,1.23
tenis,30/04/2018,Santiago Giraldo,Alexander Sarkissian,-,0,1.08
tenis,30/04/2018,Daniel Masur,Alexey Vatutin,-,0,1.08
tenis,30/04/2018,Christian Harrison,Andrea Arnaboldi,-,0,1.17
tenis,30/04/2018,Matteo Donati,Andrea Collarini,-,0,1.16
tenis,30/04/2018,Marius Copil,Andrej Martin,Andrej Martin,1,1.22
tenis,30/04/2018,Danilo Petrovic,Ante Pavic,-,0,1.15
tenis,30/04/2018,Felipe Mantilla,Antonio Ruiz Rosales,Antonio Ruiz Rosales,1,1.23
tenis,30/04/2018,Andrea Collarini,Attila Balazs,-,0,1.12
tenis,30/04/2018,Luis David Martinez,Benjamin Lock,-,0,1.07
tenis,30/04/2018,Christian Harrison,Blaz Rola,-,0,1.03
tenis,30/04/2018,Christopher Diaz Figueroa,Boris Arias,Boris Arias,1,1.09
tenis,30/04/2018,Adrian Menendez Maceiras,Bradley Mousley,Bradley Mousley,1,1.15
tenis,30/04/2018,Vasek Pospisil,Brayden Schnur,Brayden Schnur,1,1.17
tenis,30/04/2018,Felipe Mantilla,Brydan Klein,-,0,1.2
tenis,30/04/2018,Danilo Petrovic,Carlos Gomez Herrera,-,0,1.04
tenis,30/04/2018,Hugo Dellien,Christian Harrison,-,0,1.07
tenis,30/04/2018,Evan Song,Christopher Diaz Figueroa,-,0,1.11
tenis,30/04/2018,David Guez,Daniel Brands,-,0,1.17
